Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,PricePerSqFt
Essendon,2,u,645000,8.0,2,1,1.0,170,88.0,1994,-37.7475,144.8959,3794.1176470588234
Essendon,3,u,872000,8.0,3,1,1.0,862,135.0,1970,-37.7399,144.8964,1011.600928074246
Essendon,2,u,440000,8.0,2,1,1.0,1011,77.0,1970,-37.7556,144.9132,435.2126607319486
Essendon North,2,u,393000,9.4,2,1,1.0,999,76.8,1970,-37.7396,144.902,393.3933933933934
Essendon North,2,u,450000,9.4,2,1,1.0,88,59.0,1960,-37.7389,144.8998,5113.636363636364
Essendon North,3,u,712000,9.4,3,2,2.0,189,104.0,2009,-37.7374,144.9006,3767.195767195767
Fairfield,2,u,730000,5.8,2,1,1.0,116,149.0,1985,-37.7818,145.0161,6293.103448275862
Fairfield,2,u,510000,5.8,2,1,1.0,1658,68.0,1970,-37.7781,145.0157,307.59951749095296
Fitzroy,3,u,850000,1.6,3,2,1.0,2782,115.0,2000,-37.8005,144.9787,305.5355859094177
Fitzroy,1,u,420000,1.6,1,1,1.0,782,42.0,1975,-37.8055,144.9809,537.0843989769821
Fitzroy North,2,u,700000,3.5,2,2,1.0,4332,85.0,2010,-37.7846,144.9785,161.5881809787627
Fitzroy North,2,u,700000,3.5,2,2,2.0,4296,187.8,2011,-37.7846,144.9785,162.94227188081936
Fitzroy North,2,u,720000,3.5,2,2,1.0,4296,187.8,2011,-37.7846,144.9785,167.5977653631285
Fitzroy North,2,u,490000,3.5,2,1,1.0,4296,189.0,2012,-37.7846,144.9785,114.05959031657356
Flemington,1,u,380000,4.4,1,1,1.0,2077,151.96764988779805,1964,-37.7852,144.9216,182.95618680789602
Flemington,1,u,395000,4.4,1,1,1.0,818,50.0,1880,-37.788,144.9306,482.88508557457214
Footscray,2,u,605000,6.4,2,1,3.0,2794,87.0,2000,-37.8044,144.9064,216.53543307086613
Footscray,2,u,305000,6.4,2,1,1.0,47,35.0,2013,-37.8014,144.8959,6489.36170212766
Footscray,1,u,291000,6.4,1,1,1.0,665,46.0,1970,-37.7978,144.8918,437.593984962406
Footscray,3,u,674000,6.4,3,2,1.0,8680,151.96764988779805,1964,-37.8016,144.9082,77.64976958525345
Footscray,2,u,615000,6.4,2,1,3.0,207,70.0,1960,-37.7975,144.8855,2971.014492753623
Footscray,1,u,305000,6.4,1,1,1.0,59,70.0,1965,-37.7903,144.8899,5169.4915254237285
Footscray,1,u,282000,6.4,1,1,1.0,1783,42.0,1975,-37.7949,144.9007,158.16040381379696
Footscray,2,u,315000,6.4,2,1,1.0,882,74.0,1970,-37.7899,144.893,357.14285714285717
Glen Iris,3,u,1162000,9.2,2,2,2.0,281,151.96764988779805,1964,-37.8579,145.0736,4135.231316725979
Glen Iris,1,u,452000,9.2,1,1,1.0,63,52.0,1980,-37.8552,145.05,7174.603174603175
Glen Iris,1,u,291000,9.2,1,1,1.0,1097,38.0,1982,-37.8576,145.0452,265.26891522333636
Glen Iris,2,u,710000,9.2,2,1,2.0,123,151.96764988779805,1964,-37.8567,145.0666,5772.357723577235
Glen Iris,2,u,382000,9.2,2,1,1.0,1069,33.0,1960,-37.8547,145.0457,357.34331150608045
Glen Iris,2,u,690000,9.2,2,1,2.0,166,151.96764988779805,1964,-37.863,145.0631,4156.626506024097
Glen Iris,1,u,375000,9.2,1,1,1.0,602,151.96764988779805,1964,-37.8597,145.0571,622.9235880398671
Glen Iris,1,u,420000,9.2,1,1,1.0,805,187.8,2011,-37.8592,145.0484,521.7391304347826
Glenroy,2,u,430000,13.0,2,1,1.0,164,100.0,2010,-37.7072,144.9252,2621.951219512195
Glenroy,2,u,410000,13.0,2,1,2.0,200,81.0,2000,-37.7002,144.9428,2050.0
Glenroy,2,u,320500,13.0,2,1,1.0,3056,151.96764988779805,1964,-37.7042,144.9214,104.87565445026178
Glenroy,2,u,230000,13.0,2,1,1.0,1996,151.96764988779805,1964,-37.702,144.9154,115.23046092184369
Glenroy,3,u,470000,13.0,3,1,2.0,187,99.0,2014,-37.7098,144.9163,2513.3689839572194
Glenroy,3,u,482500,13.0,3,1,1.0,265,171.774,1995,-37.7083,144.9158,1820.754716981132
Glenroy,2,u,620250,13.0,2,1,2.0,253,91.0,2012,-37.7117,144.9135,2451.581027667984
Glenroy,3,u,460000,13.0,3,2,1.0,190,151.96764988779805,1964,-37.6997,144.9367,2421.0526315789475
Glenroy,2,u,465000,13.0,2,1,1.0,176,89.0,2012,-37.7081,144.912,2642.0454545454545
Glenroy,2,u,442000,13.0,3,1,1.0,245,151.96764988779805,1964,-37.7076,144.9097,1804.0816326530612
Hadfield,3,u,465000,12.1,3,1,1.0,225,181.0,2005,-37.7068,144.9467,2066.6666666666665
Hadfield,2,u,487000,12.1,2,1,2.0,198,96.0,2010,-37.7132,144.9488,2459.59595959596
Hampton,2,u,895000,13.7,2,1,1.0,228,87.0,1975,-37.9355,145.0008,3925.438596491228
Hampton,2,u,720000,13.7,2,1,1.0,832,151.96764988779805,1964,-37.9387,145.0063,865.3846153846154
Hampton,2,u,760000,13.7,2,1,1.0,90,86.0,1985,-37.9389,145.0186,8444.444444444445
Hampton,2,u,786000,13.7,2,1,1.0,162,76.8,1970,-37.9379,145.0061,4851.851851851852
Hampton,2,u,742000,13.7,2,3,2.0,245,151.96764988779805,1964,-37.9442,145.0016,3028.5714285714284
Hampton,3,u,810000,13.7,3,1,1.0,195,115.0,1960,-37.9396,145.0156,4153.846153846154
Hampton,2,u,875500,13.7,2,2,1.0,225,118.0,1970,-37.9442,145.0018,3891.1111111111113
Hampton,2,u,750000,13.7,2,1,2.0,153,76.8,1970,-37.9429,145.0049,4901.9607843137255
Hampton,2,u,896000,13.7,2,2,2.0,677,151.96764988779805,1964,-37.9448,145.0186,1323.4859675036928
Hampton,2,u,898000,13.7,2,1,1.0,266,76.8,1970,-37.9344,145.004,3375.93984962406
Hampton,2,u,800000,13.7,2,1,2.0,282,151.96764988779805,1964,-37.9444,145.0231,2836.8794326241136
Hampton,2,u,738000,13.7,2,1,2.0,3414,151.96764988779805,1964,-37.9395,145.0001,216.16871704745168
Hampton East,2,u,801000,14.5,2,1,1.0,217,107.0,1994,-37.9432,145.0348,3691.2442396313363
Hampton East,2,u,472000,14.5,2,1,1.0,215,68.0,2007,-37.933,145.0322,2195.3488372093025
Hampton East,3,u,865000,14.5,3,2,2.0,317,151.96764988779805,1964,-37.9431,145.0347,2728.7066246056784
Hawthorn,3,u,1189000,4.6,3,1,1.0,181,122.0,1969,-37.8243,145.0328,6569.060773480663
Hawthorn,2,u,610000,4.6,2,2,1.0,85,82.0,2014,-37.8154,145.0369,7176.470588235294
Hawthorn,2,u,891000,4.6,3,1,1.0,1585,76.8,1970,-37.8186,145.017,562.1451104100946
Hawthorn,3,u,956000,4.6,3,2,2.0,189,151.96764988779805,1964,-37.8258,145.0446,5058.201058201058
Hawthorn,2,u,418000,4.6,2,1,0.0,1056,151.96764988779805,1964,-37.8261,145.0349,395.8333333333333
Hawthorn,2,u,430000,4.6,2,1,1.0,1997,151.96764988779805,1964,-37.8248,145.0282,215.32298447671508
Hawthorn,2,u,580000,4.6,2,1,1.0,1089,76.0,2003,-37.8143,145.0322,532.5987144168962
Hawthorn,1,u,335000,4.6,1,1,1.0,3132,151.96764988779805,1964,-37.8276,145.0342,106.96040868454662
Hawthorn,2,u,630000,4.6,2,1,1.0,71,151.96764988779805,1964,-37.8268,145.0267,8873.239436619719
Hawthorn,4,u,1650000,4.6,4,2,3.0,207,180.0,2002,-37.8271,145.0243,7971.014492753623
Hawthorn,2,u,587500,4.6,2,1,1.0,1099,72.0,1965,-37.8271,145.0347,534.5768880800728
Hawthorn,2,u,535000,4.6,2,1,1.0,1228,76.8,1970,-37.8185,145.0236,435.66775244299674
Hawthorn,2,u,657500,4.6,2,1,1.0,728,73.0,1965,-37.8177,145.0424,903.1593406593406
Hawthorn,2,u,750000,4.6,2,1,1.0,747,107.6,2007,-37.8287,145.035,1004.0160642570281
Hawthorn,1,u,290000,4.6,1,1,1.0,1568,151.96764988779805,1964,-37.8308,145.034,184.94897959183675
Hawthorn,2,u,751000,4.6,2,1,1.0,711,151.96764988779805,1964,-37.8144,145.0328,1056.2587904360057
Hawthorn,2,u,612500,4.6,2,1,1.0,859,71.0,1960,-37.8183,145.0423,713.0384167636787
Hawthorn,2,u,690000,4.6,2,1,1.0,82,151.96764988779805,1964,-37.818,145.0268,8414.634146341463
Hawthorn,2,u,695000,4.6,2,1,1.0,3194,151.96764988779805,1964,-37.8305,145.0341,217.59549154664998
Heidelberg Heights,2,u,440000,10.5,2,1,2.0,281,76.8,1970,-37.7429,145.0519,1565.8362989323844
Heidelberg Heights,2,u,605000,10.5,2,1,1.0,166,87.0,2008,-37.7416,145.0567,3644.578313253012
Heidelberg Heights,2,u,400000,10.5,2,1,1.0,127,83.0,1970,-37.747,145.0575,3149.6062992125985
Heidelberg West,2,u,360000,9.4,2,1,1.0,89,85.0,1970,-37.7444,145.047,4044.9438202247193
Hughesdale,2,u,623000,13.0,2,1,1.0,101,90.0,1970,-37.8988,145.0781,6168.316831683168
Hughesdale,2,u,400000,13.0,2,1,1.0,100,88.0,1975,-37.8945,145.0876,4000.0
Ivanhoe,1,u,460000,7.9,1,1,0.0,75,76.8,1970,-37.7759,145.043,6133.333333333333
Ivanhoe,2,u,739000,7.9,2,1,1.0,648,91.0,1965,-37.7702,145.0493,1140.432098765432
Ivanhoe,2,u,705000,7.9,2,1,1.0,94,151.96764988779805,1964,-37.7679,145.0452,7500.0
Ivanhoe,1,u,413000,7.9,1,1,1.0,845,59.0,1960,-37.7591,145.0501,488.7573964497041
Ivanhoe,2,u,587000,7.9,2,1,1.0,721,78.0,1960,-37.7634,145.0406,814.1470180305132
Ivanhoe,2,u,465000,7.9,2,1,1.0,795,76.8,1970,-37.7744,145.0415,584.9056603773585
Ivanhoe,2,u,690000,7.9,2,1,1.0,103,83.0,1964,-37.7671,145.0408,6699.0291262135925
Ivanhoe,1,u,420000,7.9,1,1,1.0,55,76.8,1970,-37.7772,145.0414,7636.363636363636
Ivanhoe,2,u,500000,7.9,2,1,1.0,71,70.0,1960,-37.7634,145.0406,7042.2535211267605
Ivanhoe,2,u,845000,7.9,2,2,2.0,147,127.0,1980,-37.7679,145.0467,5748.299319727891
Ivanhoe,2,u,630000,7.9,2,1,1.0,199,151.96764988779805,1964,-37.7666,145.0356,3165.829145728643
Keilor East,3,u,580000,12.8,3,2,2.0,112,138.0,2013,-37.7434,144.881,5178.571428571428
Keilor East,2,u,470000,12.8,2,1,1.0,218,88.0,1971,-37.7337,144.8617,2155.9633027522937
Keilor East,3,u,470000,12.8,3,1,1.0,254,151.96764988779805,1964,-37.748,144.863,1850.3937007874015
Keilor East,3,u,560000,12.8,3,1,2.0,352,102.0,2000,-37.7459,144.8673,1590.909090909091
Kensington,1,u,360000,4.2,1,1,1.0,4267,151.96764988779805,1964,-37.7966,144.9254,84.3684087180689
Kensington,3,u,551000,4.2,3,1,1.0,4440,151.96764988779805,1964,-37.7898,144.9233,124.09909909909909
Kensington,2,u,442000,4.2,2,2,1.0,3448,71.0,2010,-37.7976,144.9285,128.19025522041764
Kensington,2,u,515000,4.2,2,1,1.0,3957,81.0,2010,-37.7974,144.9261,130.14910285569877
Kensington,2,u,666000,4.2,2,1,2.0,1111,92.0,1998,-37.7896,144.9321,599.4599459945995
Kensington,2,u,631090,4.2,2,2,1.0,2136,94.0,2012,-37.7956,144.935,295.4541198501873
Kew,2,u,630000,5.6,2,1,2.0,91,76.8,1970,-37.8003,145.0375,6923.076923076923
Kew,2,u,610000,5.6,2,1,1.0,745,72.0,1968,-37.8024,145.0346,818.7919463087248
Kew,2,u,515000,5.6,2,1,1.0,743,151.96764988779805,1964,-37.8017,145.0445,693.135935397039
Kew,2,u,890000,5.6,2,2,1.0,89,87.0,1965,-37.8148,145.0571,10000.0
Kew,2,u,610000,5.6,2,1,1.0,745,72.0,1968,-37.8024,145.0346,818.7919463087248
Kew,3,u,955000,5.6,3,2,2.0,140,121.0,1980,-37.8063,145.0179,6821.428571428572
Kew,2,u,891000,5.6,2,1,1.0,121,151.96764988779805,1964,-37.8126,145.0534,7363.636363636364
Maidstone,2,u,275000,9.2,2,1,1.0,1972,63.0,1960,-37.7863,144.8769,139.4523326572008
Maidstone,2,u,485000,9.2,2,1,1.0,152,151.96764988779805,1964,-37.7844,144.8791,3190.7894736842104
Maidstone,3,u,520000,9.2,3,2,2.0,184,184.0,1942,-37.7868,144.8772,2826.086956521739
Maidstone,2,u,352500,9.2,2,1,1.0,15100,66.0,2012,-37.7795,144.8729,23.344370860927153
Malvern,3,u,1000000,7.4,3,2,1.0,176,151.96764988779805,1964,-37.8563,145.0369,5681.818181818182
Malvern East,3,u,980000,11.2,3,1,2.0,317,126.6,1940,-37.8832,145.0779,3091.4826498422713
Malvern East,2,u,790000,11.2,2,1,2.0,196,109.0,1970,-37.8796,145.0876,4030.612244897959
Malvern East,2,u,720000,11.2,2,1,1.0,92,151.96764988779805,1964,-37.8706,145.0578,7826.086956521739
Malvern East,3,u,707500,11.2,2,1,1.0,170,83.0,1975,-37.8689,145.0504,4161.764705882353
Maribyrnong,2,u,420000,8.7,2,1,2.0,5661,103.0,1940,-37.773,144.8806,74.19183889772125
Maribyrnong,2,u,425000,8.7,2,1,1.0,170,151.96764988779805,1964,-37.7818,144.8859,2500.0
Maribyrnong,3,u,662500,8.7,3,2,2.0,202,121.0,2006,-37.768,144.8894,3279.70297029703
Maribyrnong,2,u,330000,8.7,2,1,1.0,950,151.96764988779805,1964,-37.7665,144.9004,347.36842105263156
Maribyrnong,2,u,400000,8.7,2,1,2.0,3967,87.0,2007,-37.7706,144.8805,100.8318628686665
Maribyrnong,2,u,495000,8.7,2,2,2.0,37000,151.96764988779805,1964,-37.7752,144.8925,13.378378378378379
Maribyrnong,2,u,566000,8.7,2,2,1.0,3014,80.0,2012,-37.7853,144.8944,187.79031187790312
Maribyrnong,2,u,570000,8.7,2,2,1.0,3014,204.0,2012,-37.7853,144.8944,189.1174518911745
other,2,u,1160500,2.8,2,2,1.0,4230,151.8,2006,-37.8157,144.9727,274.3498817966903
other,1,u,375000,2.8,1,1,0.0,1414,47.0,2014,-37.8161,144.9712,265.2050919377652
other,2,u,520000,2.8,1,1,1.0,4051,68.0,2005,-37.8072,144.9623,128.3633670698593
other,2,u,360000,2.8,1,1,1.0,1136,69.0,2009,-37.8211,144.9559,316.90140845070425
other,2,u,390000,2.8,2,1,1.0,1751,189.0,2012,-37.8077,144.9668,222.72986864648772
Middle Park,2,u,535000,4.1,2,1,1.0,760,58.0,1930,-37.8474,144.9625,703.9473684210526
Mont Albert,2,u,665000,11.8,2,2,2.0,1291,151.96764988779805,1964,-37.8167,145.1118,515.1045701006972
Moonee Ponds,2,u,675000,6.9,2,1,1.0,206,151.96764988779805,1964,-37.7694,144.9059,3276.6990291262136
Moonee Ponds,2,u,672000,6.9,2,1,2.0,230,138.76704,1989,-37.7595,144.9317,2921.7391304347825
Moonee Ponds,2,u,600000,6.9,2,1,1.0,166,81.0,1965,-37.7624,144.9365,3614.4578313253014
Moonee Ponds,2,u,574000,6.9,2,2,1.0,159,151.96764988779805,1964,-37.7666,144.9184,3610.062893081761
Moonee Ponds,2,u,730000,6.9,2,1,2.0,217,151.96764988779805,1964,-37.7609,144.9308,3364.0552995391704
Moorabbin,1,u,380500,14.6,1,1,1.0,106,51.0,1990,-37.9374,145.0388,3589.622641509434
Moorabbin,3,u,931000,14.6,3,1,2.0,313,151.96764988779805,1964,-37.9449,145.0459,2974.44089456869
Moorabbin,2,u,655000,14.6,2,1,1.0,1202,151.96764988779805,1964,-37.9412,145.0465,544.9251247920133
Moorabbin,2,u,639000,14.6,2,1,1.0,83,79.0,1960,-37.9355,145.0485,7698.795180722892
Moorabbin,2,u,605000,14.6,2,1,2.0,180,68.0,1980,-37.9363,145.0564,3361.1111111111113
Newport,2,u,670000,8.4,2,1,1.0,190,151.96764988779805,1964,-37.8433,144.8725,3526.315789473684
Niddrie,2,u,660000,11.2,2,2,1.0,217,113.0,2006,-37.7465,144.8868,3041.47465437788
Niddrie,2,u,490000,11.2,2,1,1.0,142,151.96764988779805,1964,-37.7415,144.8914,3450.7042253521126
Niddrie,3,u,970000,11.2,3,2,1.0,320,167.0,1954,-37.7377,144.888,3031.25
Niddrie,3,u,600000,11.2,3,2,1.0,164,151.96764988779805,1964,-37.7479,144.8868,3658.5365853658536
Niddrie,3,u,700000,11.2,3,1,1.0,202,151.96764988779805,1964,-37.7389,144.887,3465.3465346534654
Niddrie,3,u,760000,11.2,3,2,1.0,198,177.4,2008,-37.7357,144.8908,3838.3838383838383
Niddrie,3,u,773000,11.2,3,1,1.0,275,151.96764988779805,1964,-37.7383,144.8898,2810.909090909091
Niddrie,2,u,522500,11.2,2,1,1.0,167,151.96764988779805,1964,-37.7328,144.8764,3128.74251497006
Niddrie,3,u,746000,11.2,3,1,1.0,256,151.96764988779805,1964,-37.741,144.8901,2914.0625
Niddrie,2,u,591000,11.2,2,1,1.0,269,151.96764988779805,1964,-37.74,144.8851,2197.0260223048326
Niddrie,3,u,815000,11.2,3,2,2.0,203,151.96764988779805,1964,-37.7465,144.8867,4014.7783251231526
North Melbourne,1,u,410000,2.3,1,1,1.0,1045,55.0,2011,-37.802,144.9516,392.3444976076555
North Melbourne,2,u,450000,2.3,2,1,1.0,1588,71.0,1970,-37.7988,144.9478,283.37531486146094
North Melbourne,2,u,560000,2.3,2,1,1.0,2300,68.0,1975,-37.7997,144.9472,243.47826086956522
North Melbourne,2,u,550055,2.3,2,1,2.0,1004,65.0,1971,-37.7926,144.9441,547.8635458167331
North Melbourne,1,u,358000,2.3,1,1,1.0,649,43.0,1970,-37.7971,144.9448,551.6178736517719
Northcote,2,u,418000,5.5,2,1,1.0,1882,151.96764988779805,1964,-37.768,144.9895,222.10414452709884
Northcote,3,u,810000,5.5,3,1,2.0,150,119.0,2000,-37.7648,145.0098,5400.0
Northcote,2,u,665000,5.5,2,1,1.0,120,76.0,1975,-37.7715,145.0075,5541.666666666667
Northcote,2,u,770000,5.5,2,1,1.0,129,115.0,1975,-37.7668,145.0063,5968.992248062015
Northcote,2,u,600000,5.5,2,1,1.0,671,151.96764988779805,1964,-37.7833,145.0135,894.187779433681
Oak Park,3,u,647000,11.5,3,1,2.0,250,151.96764988779805,1964,-37.7232,144.9148,2588.0
Oak Park,2,u,476000,11.5,2,1,1.0,189,85.0,1995,-37.7151,144.9191,2518.5185185185187
Oak Park,2,u,522000,11.5,2,1,1.0,161,91.0,2012,-37.7204,144.9131,3242.2360248447203
Oak Park,3,u,651000,11.5,3,2,2.0,198,113.0,2009,-37.722,144.9169,3287.878787878788
Oak Park,2,u,470000,11.5,2,1,1.0,138,76.0,2009,-37.7209,144.9179,3405.7971014492755
Oak Park,3,u,550000,11.5,3,1,1.0,196,151.96764988779805,1964,-37.7216,144.9157,2806.122448979592
Oakleigh South,2,u,625000,14.7,2,1,1.0,204,151.96764988779805,1964,-37.9107,145.0891,3063.725490196078
Parkville,1,u,395000,2.6,1,1,1.0,2469,151.96764988779805,1964,-37.7827,144.9575,159.983799108951
Parkville,2,u,734600,2.6,2,2,1.0,2427,117.6,1990,-37.7896,144.9584,302.6782035434693
Parkville,1,u,526000,2.6,1,1,1.0,2488,50.0,1995,-37.7829,144.9574,211.41479099678457
Parkville,1,u,500000,2.6,1,1,1.0,2431,151.96764988779805,1964,-37.7821,144.9576,205.67667626491155
Parkville,3,u,1403000,2.6,3,2,2.0,2401,132.0,1980,-37.7818,144.9576,584.3398583923365
Parkville,2,u,750000,2.6,2,1,1.0,2193,151.96764988779805,1964,-37.7813,144.9578,341.9972640218878
Pascoe Vale,3,u,600000,9.9,3,1,1.0,204,124.0,2008,-37.7234,144.9497,2941.176470588235
Pascoe Vale,3,u,585000,9.9,3,1,1.0,180,98.0,2009,-37.718,144.94,3250.0
Pascoe Vale,2,u,495000,9.9,3,1,2.0,205,151.96764988779805,1964,-37.7317,144.9313,2414.6341463414633
Pascoe Vale,2,u,452000,9.9,2,1,1.0,159,87.0,1990,-37.7291,144.9446,2842.7672955974845
Pascoe Vale,2,u,495000,9.9,2,1,1.0,207,115.4,1975,-37.7283,144.9417,2391.304347826087
Pascoe Vale,2,u,485000,9.9,2,1,1.0,139,74.0,1975,-37.7315,144.9301,3489.2086330935253
Pascoe Vale,2,u,488000,9.9,3,1,2.0,219,84.0,2001,-37.7283,144.9331,2228.310502283105
Pascoe Vale,3,u,533000,9.9,3,2,2.0,197,111.0,2007,-37.7266,144.9496,2705.583756345178
Pascoe Vale,1,u,248500,9.9,1,1,1.0,49,49.0,1970,-37.7152,144.9402,5071.428571428572
Pascoe Vale,2,u,360000,9.9,2,1,1.0,119,151.96764988779805,1964,-37.7161,144.9348,3025.2100840336134
Port Melbourne,2,u,1340000,3.8,2,2,2.0,21700,104.6,2000,-37.8424,144.9449,61.75115207373272
Port Melbourne,2,u,795000,3.8,2,2,1.0,579,84.0,2013,-37.8416,144.9381,1373.0569948186528
Port Melbourne,2,u,845000,3.8,2,2,2.0,2166,151.96764988779805,1964,-37.8415,144.9412,390.1200369344414
Port Melbourne,2,u,600000,3.8,2,2,1.0,995,151.96764988779805,1964,-37.8407,144.9383,603.0150753768844
Port Melbourne,2,u,820000,3.8,2,2,2.0,2166,151.96764988779805,1964,-37.8415,144.9412,378.5780240073869
Port Melbourne,2,u,625000,3.8,2,2,1.0,2166,151.96764988779805,1964,-37.8415,144.9412,288.550323176362
Port Melbourne,1,u,600000,3.8,1,1,1.0,6866,63.0,2010,-37.8443,144.9437,87.3871249635887
Port Melbourne,3,u,2460000,3.8,3,2,2.0,5042,102.0,1995,-37.8405,144.9319,487.90162633875445
Prahran,1,u,492000,4.5,1,1,1.0,1768,45.0,1888,-37.851,144.988,278.28054298642536
Prahran,2,u,830000,4.5,2,1,1.0,727,151.96764988779805,1964,-37.8503,144.9855,1141.678129298487
Prahran,1,u,482500,4.5,2,1,1.0,443,50.0,1970,-37.8493,145.0006,1089.1647855530473
Prahran,2,u,590000,4.5,2,1,1.0,356,181.0,2005,-37.8509,144.9954,1657.3033707865168
Preston,3,u,496000,8.8,3,1,1.0,266,98.0,1990,-37.7322,145.0318,1864.6616541353383
Preston,1,u,305000,8.8,1,1,1.0,41,134.4,1955,-37.7367,144.9899,7439.024390243902
Preston,2,u,656000,8.8,2,1,1.0,205,115.4,1975,-37.7413,144.9939,3200.0
Preston,2,u,512000,8.8,2,1,1.0,145,151.96764988779805,1964,-37.7293,144.9931,3531.0344827586205
Preston,2,u,485000,8.8,2,1,1.0,117,73.0,1965,-37.7514,145.0118,4145.2991452991455
Preston,3,u,798000,8.8,3,2,2.0,212,181.0,2005,-37.7359,145.0147,3764.1509433962265
Preston,2,u,530000,8.8,2,1,1.0,106,74.0,1970,-37.7306,144.9993,5000.0
Preston,2,u,425000,8.8,2,2,1.0,1485,69.0,2010,-37.7476,145.0026,286.1952861952862
Preston,2,u,515000,8.8,2,1,1.0,187,60.0,2005,-37.7351,145.0323,2754.0106951871658
Preston,3,u,605000,8.8,3,1,2.0,192,151.96764988779805,1964,-37.7277,144.9851,3151.0416666666665
Preston,2,u,610000,8.8,2,1,1.0,126,79.0,1970,-37.7523,145.0091,4841.269841269841
Reservoir,3,u,475000,11.2,3,1,1.0,191,107.0,1990,-37.7019,145.0256,2486.910994764398
Reservoir,2,u,415000,11.2,2,1,1.0,189,84.0,2012,-37.708,145.0181,2195.767195767196
Reservoir,2,u,352000,11.2,2,1,1.0,117,62.0,2012,-37.7101,145.0223,3008.5470085470088
Reservoir,2,u,336000,11.2,2,1,1.0,99,67.0,1970,-37.7166,144.9911,3393.939393939394
Reservoir,3,u,645000,11.2,3,1,2.0,280,125.8,2002,-37.7183,145.0164,2303.5714285714284
Reservoir,2,u,405000,11.2,2,1,1.0,171,94.0,2009,-37.711,145.0027,2368.4210526315787
Reservoir,2,u,357500,11.2,2,1,1.0,129,151.96764988779805,1964,-37.7099,145.0131,2771.3178294573645
Reservoir,2,u,427500,11.2,2,1,1.0,146,84.0,1980,-37.719,145.0014,2928.082191780822
Reservoir,2,u,410000,11.2,2,1,1.0,180,61.0,2004,-37.7283,145.0207,2277.777777777778
Reservoir,2,u,450000,11.2,2,1,1.0,95,151.96764988779805,1964,-37.7283,144.9991,4736.8421052631575
Reservoir,1,u,341000,11.2,1,1,1.0,125,151.96764988779805,1964,-37.711,145.0052,2728.0
Reservoir,2,u,468000,11.2,3,2,2.0,234,151.96764988779805,1964,-37.7172,145.016,2000.0
Reservoir,2,u,380000,11.2,2,1,1.0,149,70.0,1980,-37.7177,144.9917,2550.3355704697988
Reservoir,2,u,440000,11.2,2,1,2.0,132,83.0,1980,-37.709,145.0219,3333.3333333333335
Reservoir,2,u,436000,11.2,2,1,1.0,140,187.8,2011,-37.7285,145.0242,3114.285714285714
Reservoir,2,u,432000,11.2,2,1,1.0,137,151.96764988779805,1964,-37.7241,145.0114,3153.284671532847
Reservoir,2,u,401000,11.2,2,1,1.0,184,77.0,1965,-37.7043,145.0277,2179.3478260869565
Reservoir,2,u,491000,11.2,2,1,1.0,168,93.0,1970,-37.7167,145.0001,2922.6190476190477
Reservoir,2,u,420000,11.2,2,1,0.0,207,151.96764988779805,1964,-37.7145,144.9962,2028.9855072463768
Reservoir,2,u,520000,11.2,2,1,1.0,135,127.0,1980,-37.7181,144.9985,3851.8518518518517
Reservoir,1,u,350000,11.2,1,1,2.0,96,45.0,2009,-37.7175,145.0081,3645.8333333333335
Reservoir,3,u,500000,11.2,3,1,1.0,359,109.0,1960,-37.6957,145.0161,1392.757660167131
Reservoir,2,u,350000,11.2,2,1,1.0,102,67.0,1970,-37.7064,145.0264,3431.372549019608
Reservoir,2,u,360000,11.2,2,1,1.0,139,151.96764988779805,1964,-37.7327,145.0347,2589.928057553957
Reservoir,2,u,380000,11.2,2,1,1.0,220,187.8,2011,-37.7327,145.0347,1727.2727272727273
Reservoir,3,u,400000,11.2,3,1,1.0,172,97.0,1970,-37.7092,145.0274,2325.5813953488373
Reservoir,2,u,360000,11.2,2,1,1.0,132,65.0,2010,-37.708,145.0223,2727.2727272727275
Reservoir,2,u,440000,11.2,2,1,2.0,132,83.0,1980,-37.709,145.0219,3333.3333333333335
Reservoir,2,u,376000,11.2,2,1,1.0,104,77.0,1970,-37.7104,145.0076,3615.3846153846152
Reservoir,2,u,390000,11.2,2,1,1.0,122,74.0,1980,-37.7261,144.9961,3196.72131147541
Reservoir,2,u,330000,11.2,2,1,1.0,90,64.0,1970,-37.7295,145.0243,3666.6666666666665
Reservoir,3,u,470000,11.2,3,1,2.0,159,97.0,1970,-37.7277,145.0248,2955.9748427672957
Reservoir,2,u,440000,11.2,2,1,1.0,183,93.0,1980,-37.7078,145.033,2404.3715846994537
Reservoir,2,u,424000,11.2,2,1,1.0,141,81.0,1980,-37.7149,145.0009,3007.0921985815603
Reservoir,2,u,480000,11.2,2,2,1.0,145,145.0,2010,-37.7053,145.0173,3310.344827586207
Reservoir,3,u,450000,11.2,3,1,2.0,179,108.0,2002,-37.7108,145.0289,2513.9664804469276
Reservoir,3,u,475000,11.2,3,1,2.0,521,100.0,2010,-37.7097,144.9912,911.7082533589252
Reservoir,2,u,440000,11.2,2,1,1.0,153,87.0,2007,-37.7098,145.0211,2875.8169934640523
Reservoir,2,u,525000,11.2,3,1,2.0,284,163.0,2014,-37.705,145.0152,1848.5915492957747
Reservoir,2,u,340000,11.2,2,1,1.0,151,80.0,1975,-37.7126,144.99,2251.655629139073
