Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,PricePerSqFt
Glenroy,3,t,460000,13.0,3,1,1.0,325,106.0,1970,-37.7001,144.9291,1415.3846153846155
Glenroy,4,t,608000,13.0,3,2,1.0,252,150.0,2014,-37.7006,144.9299,2412.6984126984125
Glenroy,2,t,434500,13.0,2,1,1.0,125,115.4,1975,-37.7042,144.9211,3476.0
Glenroy,2,t,420000,13.0,2,1,1.0,307,151.96764988779805,1964,-37.7117,144.9348,1368.0781758957655
Glenroy,3,t,550000,13.0,3,2,2.0,212,129.0,2010,-37.7073,144.9277,2594.3396226415093
Glenroy,2,t,488500,13.0,2,2,1.0,190,2.0,1968,-37.7072,144.9241,2571.0526315789475
Glenroy,3,t,600000,13.0,3,1,2.0,258,143.0,2001,-37.7047,144.9087,2325.5813953488373
Glenroy,3,t,440000,13.0,3,2,1.0,215,121.0,2010,-37.6952,144.9256,2046.5116279069769
Gowanbrae,3,t,532000,13.6,3,2,1.0,149,19.0,2005,-37.7068,144.8963,3570.469798657718
Gowanbrae,3,t,468000,13.6,3,2,2.0,178,138.0,2000,-37.7087,144.8962,2629.2134831460676
Hadfield,3,t,750000,12.1,3,2,2.0,301,251.0,2011,-37.715,144.9475,2491.6943521594685
Hadfield,3,t,510000,12.1,3,2,2.0,234,115.0,2012,-37.707,144.9411,2179.4871794871797
Hadfield,2,t,468000,12.1,2,1,1.0,137,110.0,2012,-37.707,144.9413,3416.058394160584
Hampton,3,t,2200000,13.7,3,2,3.0,1402,151.96764988779805,1964,-37.9347,144.9963,1569.1868758915834
Hampton,4,t,1500000,13.7,4,1,1.0,692,151.96764988779805,1964,-37.9386,145.0055,2167.6300578034684
Hampton,2,t,890000,13.7,1,2,2.0,181,151.96764988779805,1964,-37.9433,145.019,4917.1270718232045
Hampton,3,t,1400000,13.7,3,2,1.0,211,104.6,2000,-37.9427,145.0084,6635.071090047393
Hampton,3,t,1100000,13.7,3,2,1.0,355,140.0,1987,-37.9391,145.012,3098.5915492957747
Hampton,3,t,1140000,13.7,3,2,2.0,224,155.8,1999,-37.9336,144.997,5089.285714285715
Hampton East,3,t,1020000,14.5,2,2,2.0,221,171.0,1938,-37.9355,145.0257,4615.384615384615
Hawthorn,3,t,1400000,4.6,3,2,2.0,299,70.0,1960,-37.8299,145.0387,4682.274247491639
Hawthorn,2,t,1055000,4.6,2,2,1.0,191,151.0,1975,-37.813,145.0167,5523.560209424084
Heidelberg Heights,2,t,565000,10.5,2,2,1.0,201,107.0,2007,-37.7426,145.0556,2810.945273631841
Heidelberg Heights,3,t,620000,10.5,3,2,2.0,215,118.0,2005,-37.7424,145.0519,2883.720930232558
Heidelberg Heights,3,t,706750,10.5,3,2,2.0,250,125.0,2012,-37.7449,145.0523,2827.0
Heidelberg West,2,t,370000,9.4,2,1,1.0,100,90.0,2013,-37.7383,145.036,3700.0
Hughesdale,3,t,828000,13.0,3,2,1.0,206,118.0,2002,-37.8966,145.0863,4019.4174757281553
Hughesdale,3,t,900000,13.0,3,2,1.0,360,154.0,1975,-37.8937,145.0779,2500.0
Ivanhoe,3,t,962000,7.9,3,2,1.0,108,151.96764988779805,1964,-37.7668,145.0434,8907.407407407407
Ivanhoe,3,t,890000,7.9,3,2,2.0,249,140.0,2005,-37.766,145.0345,3574.29718875502
Ivanhoe,3,t,1010000,7.9,3,2,2.0,314,126.2,2003,-37.7554,145.0516,3216.56050955414
Ivanhoe,2,t,610000,7.9,2,1,1.0,277,151.96764988779805,1964,-37.7577,145.0358,2202.1660649819496
Ivanhoe,3,t,750000,7.9,3,1,1.0,110,117.6,1990,-37.765,145.0407,6818.181818181818
Ivanhoe,2,t,779000,7.9,3,1,2.0,152,76.8,1970,-37.7635,145.0464,5125.0
Ivanhoe,2,t,785000,7.9,2,2,1.0,124,135.0,2010,-37.7618,145.0287,6330.645161290323
Ivanhoe,3,t,700000,7.9,3,2,1.0,189,110.0,1990,-37.7661,145.0354,3703.703703703704
Ivanhoe,3,t,550000,7.9,3,1,1.0,139,76.8,1970,-37.757,145.0382,3956.834532374101
Ivanhoe,2,t,710000,7.9,2,1,1.0,134,120.0,2012,-37.7582,145.034,5298.507462686567
Keilor East,3,t,770000,12.8,3,2,1.0,331,201.0,2010,-37.7325,144.8621,2326.283987915408
Keilor East,3,t,480000,12.8,3,2,1.0,184,189.0,2012,-37.7424,144.8639,2608.695652173913
Keilor East,3,t,785000,12.8,3,2,2.0,610,151.96764988779805,1964,-37.7504,144.8645,1286.8852459016393
Keilor East,4,t,886000,12.8,4,3,1.0,322,257.0,1950,-37.7293,144.8659,2751.552795031056
Keilor East,2,t,520000,12.8,2,2,2.0,54,151.96764988779805,1964,-37.7384,144.8768,9629.62962962963
Keilor East,3,t,705000,12.8,3,2,1.0,440,156.0,1995,-37.7517,144.8776,1602.2727272727273
Keilor East,3,t,680000,12.8,3,2,2.0,224,154.0,1998,-37.749,144.8599,3035.714285714286
Keilor East,4,t,807000,12.8,4,2,2.0,319,151.96764988779805,1964,-37.7393,144.8648,2529.780564263323
Keilor East,3,t,660000,12.8,3,2,1.0,265,151.96764988779805,1964,-37.7444,144.8763,2490.566037735849
Keilor East,3,t,710000,12.8,3,2,1.0,320,133.0,2013,-37.7415,144.8668,2218.75
Kensington,3,t,845000,4.2,3,2,1.0,132,105.0,1972,-37.7907,144.9247,6401.515151515152
Kensington,2,t,650000,4.2,2,1,1.0,79,151.96764988779805,1964,-37.7914,144.9344,8227.848101265823
Kensington,2,t,750000,4.2,2,1,1.0,325,112.0,2002,-37.7976,144.9213,2307.6923076923076
Kensington,3,t,918000,4.2,3,2,1.0,788,335.4,1998,-37.7938,144.9186,1164.9746192893401
Kensington,2,t,812000,4.2,2,1,0.0,132,79.0,1887,-37.7989,144.9275,6151.515151515152
Kensington,2,t,700000,4.2,2,1,3.0,62,222.6,1997,-37.7917,144.9231,11290.322580645161
Kensington,3,t,790000,4.2,3,2,2.0,1181,136.0,2003,-37.7982,144.9202,668.9246401354784
Kensington,2,t,700000,4.2,2,2,1.0,324,97.0,2009,-37.7903,144.9345,2160.4938271604938
Kew,3,t,800000,5.6,3,2,2.0,848,97.0,1970,-37.796,145.0324,943.3962264150944
Kew,3,t,1330000,5.6,3,2,2.0,205,184.0,1995,-37.7993,145.0267,6487.804878048781
Kew,4,t,1000000,5.6,3,3,2.0,317,151.96764988779805,1964,-37.794,145.032,3154.5741324921137
Kew,2,t,707500,5.6,2,1,1.0,124,86.0,1992,-37.7938,145.0321,5705.645161290323
Kew,3,t,732000,5.6,3,1,1.0,904,110.0,1980,-37.801,145.0297,809.7345132743363
Kew East,3,t,1963000,7.5,3,2,2.0,426,237.4,2010,-37.7917,145.0585,4607.981220657277
Kew East,3,t,1620000,7.5,3,2,2.0,248,167.0,2012,-37.7923,145.0595,6532.258064516129
Kew East,3,t,1260000,7.5,3,2,2.0,284,117.6,1990,-37.7966,145.048,4436.619718309859
Maidstone,3,t,615000,9.2,3,2,2.0,165,161.0,2007,-37.7773,144.8725,3727.2727272727275
Maidstone,3,t,640000,9.2,3,2,2.0,214,151.96764988779805,1964,-37.7806,144.8714,2990.654205607477
Maidstone,3,t,695000,9.2,3,2,1.0,156,124.0,2012,-37.7898,144.8722,4455.128205128205
Maidstone,3,t,728000,9.2,3,2,2.0,218,151.96764988779805,1964,-37.7895,144.8723,3339.4495412844035
Maidstone,2,t,600000,9.2,2,1,2.0,127,112.0,2004,-37.7859,144.8787,4724.4094488188975
Maidstone,3,t,555000,9.2,3,1,2.0,210,121.0,2012,-37.7869,144.8749,2642.8571428571427
Maidstone,2,t,510000,9.2,2,1,2.0,118,91.0,2014,-37.787,144.8748,4322.033898305085
Maidstone,3,t,657000,9.2,3,2,2.0,159,151.96764988779805,1964,-37.7846,144.87,4132.075471698113
Maidstone,2,t,600000,9.2,2,2,1.0,145,112.0,2012,-37.7801,144.869,4137.931034482759
Malvern,3,t,1390000,7.4,3,2,1.0,227,181.0,1995,-37.8577,145.0406,6123.348017621145
Malvern East,3,t,1253000,11.2,3,2,1.0,216,135.0,1994,-37.866,145.0549,5800.925925925926
Malvern East,3,t,940000,11.2,3,2,1.0,206,151.96764988779805,1964,-37.8826,145.0868,4563.1067961165045
Malvern East,4,t,1240000,11.2,4,2,2.0,310,180.0,1990,-37.8822,145.0837,4000.0
Malvern East,3,t,1120000,11.2,3,2,2.0,181,151.0,1990,-37.8823,145.0839,6187.845303867403
Malvern East,3,t,1370000,11.2,3,2,2.0,323,204.0,1953,-37.8704,145.0411,4241.486068111455
Malvern East,4,t,2560000,11.2,4,3,2.0,427,337.0,2012,-37.8704,145.0503,5995.316159250586
Malvern East,2,t,500000,11.2,2,1,1.0,50,151.96764988779805,1964,-37.8767,145.0469,10000.0
Maribyrnong,3,t,560000,8.7,3,2,2.0,77,115.0,2004,-37.7746,144.8798,7272.727272727273
Maribyrnong,3,t,560000,8.7,3,2,2.0,83,104.6,2000,-37.7719,144.8815,6746.987951807229
Maribyrnong,3,t,550000,8.7,3,2,2.0,77,138.0,2000,-37.7743,144.8797,7142.857142857143
Maribyrnong,3,t,730000,8.7,3,1,2.0,250,132.0,2000,-37.7861,144.8897,2920.0
Maribyrnong,2,t,410000,8.7,2,1,2.0,53,71.0,2000,-37.7736,144.8798,7735.8490566037735
Maribyrnong,3,t,1011000,8.7,3,2,2.0,225,151.96764988779805,1964,-37.7867,144.8906,4493.333333333333
Maribyrnong,2,t,510000,8.7,2,2,1.0,176,142.0,2010,-37.7693,144.8905,2897.7272727272725
Maribyrnong,3,t,865000,8.7,3,2,2.0,151,3.0,2010,-37.7855,144.8958,5728.476821192053
Maribyrnong,2,t,570000,8.7,3,1,2.0,98,128.0,2009,-37.7677,144.8925,5816.326530612245
Maribyrnong,2,t,429000,8.7,2,1,1.0,83,88.0,1980,-37.7732,144.8927,5168.674698795181
Maribyrnong,3,t,820000,8.7,3,2,2.0,275,151.96764988779805,1964,-37.7719,144.8767,2981.818181818182
Maribyrnong,2,t,408000,8.7,2,1,1.0,85,84.0,1980,-37.7732,144.8927,4800.0
Maribyrnong,3,t,675000,8.7,3,2,2.0,210,151.96764988779805,1964,-37.7732,144.879,3214.285714285714
Maribyrnong,2,t,440000,8.7,2,1,2.0,54,85.0,2000,-37.774,144.8797,8148.148148148148
Maribyrnong,2,t,400000,8.7,2,1,2.0,54,85.0,2000,-37.774,144.8797,7407.407407407408
Maribyrnong,5,t,1000000,8.7,5,3,2.0,98,151.96764988779805,1964,-37.7843,144.8939,10204.081632653062
Mont Albert,2,t,660000,11.8,2,2,1.0,146,151.96764988779805,1964,-37.8157,145.1101,4520.54794520548
Mont Albert,3,t,1310000,11.8,3,2,2.0,330,148.0,2001,-37.8167,145.107,3969.6969696969695
Mont Albert,3,t,1200000,11.8,3,2,2.0,255,152.0,2000,-37.8192,145.111,4705.882352941177
Moonee Ponds,2,t,515000,6.9,2,1,1.0,1981,111.0,2006,-37.7677,144.9221,259.96971226653204
Moonee Ponds,3,t,890500,6.9,3,2,1.0,213,277.2,1950,-37.7631,144.9073,4180.75117370892
Moonee Ponds,5,t,980000,6.9,5,2,2.0,207,168.0,2004,-37.7615,144.9333,4734.299516908212
Moonee Ponds,3,t,842500,6.9,3,2,1.0,216,156.0,1995,-37.7607,144.9314,3900.462962962963
Moonee Ponds,3,t,1345000,6.9,3,2,1.0,310,287.0,1930,-37.7639,144.9126,4338.709677419355
Moonee Ponds,4,t,726000,6.9,4,2,1.0,67,145.0,2000,-37.761,144.9262,10835.820895522387
Moonee Ponds,3,t,870000,6.9,3,2,2.0,156,152.0,2000,-37.7631,144.9357,5576.923076923077
Moonee Ponds,3,t,1130000,6.9,3,2,2.0,217,145.0,2013,-37.7704,144.9162,5207.373271889401
Moonee Ponds,2,t,800000,6.9,2,2,2.0,239,120.0,1970,-37.7708,144.9093,3347.2803347280333
Moorabbin,3,t,750000,14.6,3,2,1.0,164,123.0,2010,-37.9378,145.0385,4573.170731707317
Moorabbin,3,t,910000,14.6,3,2,2.0,312,151.96764988779805,1964,-37.9412,145.0491,2916.6666666666665
Moorabbin,3,t,785000,14.6,3,2,2.0,169,151.96764988779805,1964,-37.9385,145.0397,4644.970414201183
Moorabbin,3,t,917000,14.6,3,2,2.0,472,152.0,2001,-37.9387,145.0461,1942.7966101694915
Moorabbin,4,t,1105000,14.6,3,2,2.0,220,187.0,2015,-37.9387,145.0398,5022.727272727273
Newport,3,t,962000,8.4,3,2,2.0,283,179.0,2011,-37.8477,144.8753,3399.2932862190814
Newport,3,t,770000,8.4,3,2,2.0,224,132.0,2015,-37.8424,144.8653,3437.5
Newport,4,t,827500,8.4,4,3,2.0,221,151.96764988779805,1964,-37.8424,144.8653,3744.343891402715
Newport,3,t,747000,8.4,3,2,2.0,753,170.0,2005,-37.8413,144.8741,992.0318725099602
Newport,4,t,930000,8.4,4,3,3.0,278,188.0,2009,-37.8468,144.874,3345.3237410071943
Newport,4,t,820000,8.4,4,2,2.0,753,204.0,2006,-37.8413,144.8741,1088.9774236387782
Niddrie,3,t,830000,11.2,3,3,2.0,303,236.0,2013,-37.742,144.8885,2739.273927392739
Niddrie,3,t,770000,11.2,3,2,1.0,313,145.0,2011,-37.7335,144.8788,2460.063897763578
Niddrie,3,t,820000,11.2,3,2,1.0,229,180.0,2012,-37.7462,144.8873,3580.7860262008735
Niddrie,2,t,617500,11.2,2,1,1.0,237,151.96764988779805,1964,-37.74,144.8851,2605.4852320675104
Niddrie,3,t,840000,11.2,3,2,2.0,374,180.0,1990,-37.7445,144.8834,2245.9893048128342
North Melbourne,2,t,1105000,2.3,2,2,1.0,88,119.0,2010,-37.8018,144.9429,12556.818181818182
North Melbourne,3,t,1300000,2.3,3,2,2.0,67,181.0,2005,-37.804,144.9441,19402.985074626864
North Melbourne,3,t,1000000,2.3,3,2,1.0,61,170.0,1920,-37.8039,144.9424,16393.44262295082
North Melbourne,3,t,1065000,2.3,3,2,1.0,64,177.4,2008,-37.7994,144.9521,16640.625
Northcote,2,t,650000,5.5,2,2,2.0,55,100.0,2013,-37.7627,144.9898,11818.181818181818
Northcote,3,t,830000,5.5,3,3,1.0,55,180.8,2013,-37.7626,144.9898,15090.90909090909
Northcote,3,t,865000,5.5,3,1,2.0,184,108.0,2006,-37.7825,145.0104,4701.086956521739
Northcote,3,t,900000,5.5,3,2,2.0,608,138.0,2012,-37.7763,144.9967,1480.2631578947369
Northcote,3,t,980000,5.5,3,2,2.0,195,151.96764988779805,1964,-37.7678,144.9853,5025.641025641025
Northcote,3,t,1130000,5.5,3,2,1.0,229,151.96764988779805,1964,-37.7671,145.0153,4934.4978165938865
Oak Park,3,t,770000,11.5,3,2,2.0,272,138.0,2012,-37.7182,144.9244,2830.8823529411766
Oak Park,2,t,475000,11.5,2,1,1.0,118,113.0,2010,-37.7232,144.9154,4025.423728813559
Oak Park,3,t,770000,11.5,3,2,2.0,264,151.96764988779805,1964,-37.722,144.9192,2916.6666666666665
Oak Park,2,t,585500,11.5,2,1,1.0,161,86.0,2013,-37.7218,144.9188,3636.645962732919
Oakleigh South,3,t,680000,14.7,3,2,1.0,189,123.0,1980,-37.9122,145.0853,3597.8835978835978
Oakleigh South,3,t,800000,14.7,3,1,2.0,252,151.96764988779805,1964,-37.9167,145.0879,3174.6031746031745
Pascoe Vale,2,t,480000,9.9,2,1,1.0,113,94.0,1988,-37.7269,144.9274,4247.787610619469
Pascoe Vale,4,t,605000,9.9,4,2,1.0,215,157.0,1990,-37.7247,144.9257,2813.953488372093
Pascoe Vale,2,t,530000,9.9,2,1,1.0,156,98.0,2004,-37.7311,144.9395,3397.4358974358975
Pascoe Vale,3,t,790000,9.9,3,3,1.0,291,175.0,2009,-37.7271,144.9261,2714.7766323024057
Pascoe Vale,3,t,667500,9.9,3,2,2.0,167,151.96764988779805,1964,-37.7228,144.928,3997.005988023952
Pascoe Vale,2,t,500000,9.9,2,1,1.0,147,109.0,2012,-37.7209,144.93,3401.360544217687
Pascoe Vale,3,t,590000,9.9,3,2,2.0,191,142.0,2000,-37.7223,144.9315,3089.005235602094
Pascoe Vale,3,t,600000,9.9,3,3,1.0,205,107.0,1940,-37.7212,144.9326,2926.829268292683
Pascoe Vale,2,t,510000,9.9,2,1,1.0,110,91.0,2013,-37.7282,144.928,4636.363636363636
Pascoe Vale,4,t,640000,9.9,3,2,2.0,353,151.96764988779805,1964,-37.7214,144.9246,1813.0311614730879
Pascoe Vale,3,t,430000,9.9,3,2,1.0,146,106.0,2006,-37.7152,144.9346,2945.205479452055
Pascoe Vale,2,t,550500,9.9,2,1,2.0,135,100.0,2012,-37.7242,144.9411,4077.777777777778
Pascoe Vale,2,t,610000,9.9,2,1,1.0,169,109.0,1995,-37.7186,144.9306,3609.4674556213017
Pascoe Vale,2,t,410000,9.9,2,1,1.0,105,88.0,2014,-37.7233,144.9507,3904.7619047619046
Pascoe Vale,4,t,665000,9.9,4,2,2.0,148,141.0,2001,-37.7231,144.9482,4493.243243243243
Pascoe Vale,3,t,600000,9.9,3,2,1.0,122,139.0,1998,-37.7231,144.9373,4918.0327868852455
Port Melbourne,3,t,1565000,3.8,3,1,2.0,188,151.96764988779805,1964,-37.8371,144.9478,8324.468085106382
Prahran,3,t,1245000,4.5,2,2,1.0,128,134.0,2000,-37.8526,145.0071,9726.5625
Prahran,3,t,1450000,4.5,3,2,3.0,1958,98.0,1995,-37.8526,145.0106,740.5515832482124
Prahran,2,t,1540000,4.5,2,2,1.0,113,104.0,1945,-37.8481,144.9869,13628.318584070796
Preston,2,t,715000,8.8,2,1,1.0,132,121.0,2009,-37.7343,145.0025,5416.666666666667
Preston,2,t,635000,8.8,2,1,1.0,79,151.96764988779805,1964,-37.7484,145.0048,8037.974683544304
Preston,2,t,660000,8.8,2,1,1.0,113,90.0,2013,-37.7479,145.0153,5840.70796460177
Preston,3,t,714000,8.8,3,2,2.0,185,115.0,2005,-37.7287,144.9869,3859.4594594594596
Reservoir,3,t,620000,11.2,3,2,2.0,207,151.8,2006,-37.7086,145.0251,2995.169082125604
Reservoir,2,t,490000,11.2,2,1,1.0,91,84.0,2014,-37.713,145.0108,5384.615384615385
Reservoir,3,t,620500,11.2,3,2,1.0,158,117.0,2011,-37.7293,145.0216,3927.215189873418
Reservoir,3,t,530000,11.2,3,2,1.0,229,130.0,2008,-37.7036,145.0145,2314.410480349345
Reservoir,3,t,592000,11.2,3,1,1.0,270,160.0,2016,-37.702,145.0148,2192.5925925925926
Reservoir,2,t,416000,11.2,2,1,1.0,159,70.0,2000,-37.7059,145.0115,2616.3522012578615
Reservoir,3,t,678000,11.2,3,2,1.0,230,178.4,2009,-37.7077,145.0211,2947.8260869565215
Reservoir,2,t,380000,11.2,2,1,1.0,83,85.0,2010,-37.7171,145.0019,4578.313253012048
Reservoir,2,t,495000,11.2,2,1,1.0,96,73.0,2013,-37.7139,145.0198,5156.25
Reservoir,2,t,568000,11.2,2,1,1.0,120,151.96764988779805,1964,-37.7239,145.0083,4733.333333333333
Reservoir,2,t,425000,11.2,2,1,1.0,145,100.0,1956,-37.7284,145.0361,2931.0344827586205
Reservoir,2,t,490000,11.2,3,1,1.0,126,91.0,2013,-37.7186,145.0166,3888.8888888888887
Reservoir,2,t,420000,11.2,2,1,2.0,153,107.0,2003,-37.702,145.0324,2745.098039215686
Richmond,3,t,1236000,2.6,3,2,1.0,675,151.96764988779805,1964,-37.8206,145.0003,1831.111111111111
Richmond,2,t,855000,2.6,2,1,1.0,92,115.0,1970,-37.815,145.008,9293.478260869566
Richmond,2,t,1430000,2.6,2,2,2.0,153,125.0,2004,-37.8209,145.0055,9346.40522875817
Richmond,2,t,930000,2.6,2,1,1.0,97,85.0,2004,-37.814,145.002,9587.62886597938
Richmond,2,t,1081000,2.6,2,1,1.0,126,115.0,1995,-37.814,145.006,8579.36507936508
Richmond,2,t,810000,2.6,2,1,1.0,94,151.96764988779805,1964,-37.8201,144.9927,8617.021276595744
Richmond,3,t,975000,2.6,3,1,1.0,383,184.4,1993,-37.8248,144.9976,2545.691906005222
Richmond,2,t,1200000,2.6,2,2,1.0,170,89.0,1940,-37.8229,144.9931,7058.823529411765
Richmond,3,t,1582000,2.6,3,3,2.0,119,184.0,2005,-37.8278,144.9984,13294.117647058823
Richmond,3,t,1012000,2.6,3,2,1.0,80,151.96764988779805,1964,-37.8155,145.0061,12650.0
Rosanna,2,t,531000,11.4,2,1,1.0,83,89.0,1990,-37.747,145.07,6397.590361445783
Rosanna,2,t,515000,11.4,2,1,1.0,73,151.96764988779805,1964,-37.7472,145.0702,7054.7945205479455
Rosanna,3,t,710000,11.4,3,1,1.0,174,151.96764988779805,1964,-37.7404,145.0648,4080.4597701149423
Rosanna,3,t,990000,11.4,3,2,2.0,276,151.96764988779805,1964,-37.7336,145.0615,3586.9565217391305
Seddon,2,t,720000,6.6,2,1,1.0,126,127.0,2011,-37.8045,144.8898,5714.285714285715
Seddon,2,t,755000,6.6,2,2,1.0,97,151.96764988779805,1964,-37.8044,144.8941,7783.505154639175
South Melbourne,3,t,1450000,2.1,3,2,1.0,146,151.96764988779805,1964,-37.8331,144.9665,9931.506849315068
South Melbourne,3,t,1185000,2.1,3,2,1.0,111,3.0,2003,-37.8341,144.9541,10675.675675675675
South Yarra,3,t,1460000,3.3,2,2,1.0,181,148.0,1990,-37.8334,144.9867,8066.298342541437
South Yarra,3,t,1250000,3.3,3,2,1.0,80,118.0,2003,-37.8416,144.9923,15625.0
South Yarra,2,t,1365000,3.3,3,2,1.0,1302,151.96764988779805,1964,-37.8377,145.0021,1048.3870967741937
South Yarra,3,t,2010000,3.3,3,2,1.0,163,207.0,2016,-37.8425,144.9877,12331.288343558283
Spotswood,4,t,840000,7.7,3,3,2.0,278,277.0,2015,-37.8261,144.8718,3021.5827338129498
St Kilda,3,t,1400000,6.1,3,2,2.0,128,183.0,2002,-37.8624,144.9768,10937.5
Strathmore,4,t,995000,9.7,4,3,1.0,260,151.96764988779805,1964,-37.7319,144.9195,3826.923076923077
Strathmore,3,t,600000,9.7,4,3,2.0,717,151.96764988779805,1964,-37.7234,144.9077,836.8200836820083
Sunshine,3,t,500000,12.6,3,1,2.0,224,159.0,1985,-37.7863,144.8401,2232.1428571428573
Sunshine,2,t,410000,12.6,2,2,2.0,204,85.0,2008,-37.7982,144.823,2009.8039215686274
Sunshine West,3,t,450000,13.5,3,3,1.0,344,178.0,2004,-37.7967,144.8083,1308.139534883721
Sunshine West,3,t,510000,13.5,3,2,1.0,333,141.0,2012,-37.7912,144.8215,1531.5315315315315
Surrey Hills,3,t,1110000,11.2,4,2,2.0,401,129.0,1970,-37.8332,145.1105,2768.0798004987532
Surrey Hills,3,t,1330500,11.2,3,2,2.0,226,143.0,2004,-37.8275,145.0958,5887.168141592921
Surrey Hills,3,t,1325000,11.2,3,2,1.0,302,151.96764988779805,1964,-37.8289,145.1005,4387.417218543046
Surrey Hills,2,t,770500,11.2,1,2,1.0,88,92.0,1997,-37.819,145.0888,8755.681818181818
Surrey Hills,3,t,865000,11.2,3,1,1.0,217,101.0,1970,-37.8275,145.1032,3986.1751152073734
Templestowe Lower,2,t,678000,13.8,2,1,1.0,340,90.0,1980,-37.7564,145.1195,1994.1176470588234
Templestowe Lower,3,t,766000,13.8,3,1,1.0,226,151.96764988779805,1964,-37.7567,145.1209,3389.380530973451
Thornbury,2,t,805000,6.5,2,1,2.0,164,95.0,2009,-37.7536,144.9825,4908.536585365854
Thornbury,3,t,865000,6.5,3,2,2.0,158,151.96764988779805,1964,-37.7586,145.0056,5474.683544303797
Thornbury,3,t,910500,6.5,3,2,2.0,157,144.0,2010,-37.759,144.988,5799.363057324841
Thornbury,3,t,1070000,6.5,3,2,2.0,158,140.0,2007,-37.7588,144.9881,6772.151898734177
Thornbury,3,t,1100000,6.5,3,2,2.0,7330,187.8,2011,-37.7614,145.0118,150.0682128240109
Toorak,3,t,2400000,4.6,3,3,2.0,425,335.4,1998,-37.8492,145.0163,5647.058823529412
Toorak,3,t,2700000,4.6,3,2,2.0,294,220.0,2010,-37.8503,145.0292,9183.673469387755
Toorak,3,t,1550000,4.6,3,2,2.0,117,214.0,2000,-37.8343,145.0112,13247.863247863248
Toorak,3,t,2050000,4.6,3,2,2.0,339,151.96764988779805,1964,-37.8425,145.0252,6047.1976401179945
Toorak,2,t,1210000,4.6,2,2,2.0,101,151.96764988779805,1964,-37.8367,145.0076,11980.198019801981
Toorak,2,t,2100000,4.6,2,2,3.0,457,151.96764988779805,1964,-37.8464,145.0142,4595.185995623632
Watsonia,2,t,485000,14.9,2,1,1.0,184,151.96764988779805,1964,-37.7143,145.0781,2635.8695652173915
West Melbourne,2,t,800000,1.9,2,2,2.0,54,89.0,2006,-37.8094,144.9479,14814.814814814816
West Melbourne,3,t,1130000,1.9,3,2,2.0,116,125.8,2002,-37.8102,144.9515,9741.379310344828
West Melbourne,3,t,1120000,1.9,3,3,1.0,801,122.0,2008,-37.8067,144.9435,1398.2521847690386
Williamstown,2,t,830000,8.0,2,1,1.0,84,110.0,1980,-37.8581,144.9015,9880.952380952382
Williamstown,2,t,830000,8.0,2,1,0.0,56,151.96764988779805,1964,-37.8581,144.9011,14821.42857142857
Williamstown,3,t,1460000,8.0,3,2,2.0,506,180.0,2010,-37.8658,144.8857,2885.375494071146
Williamstown,3,t,935000,8.0,3,2,1.0,233,194.0,2002,-37.8573,144.8911,4012.8755364806866
Williamstown,3,t,965000,8.0,3,2,1.0,151,148.0,1970,-37.8666,144.9058,6390.728476821192
Williamstown North,2,t,500000,8.9,2,1,1.0,53,151.96764988779805,1964,-37.8563,144.8782,9433.962264150943
Yarraville,3,t,670000,7.0,3,2,2.0,152,151.96764988779805,1964,-37.8228,144.8833,4407.894736842105
Yarraville,3,t,1040000,7.0,2,2,0.0,352,152.0,2016,-37.8164,144.8869,2954.5454545454545
Yarraville,3,t,800000,7.0,3,2,1.0,169,150.0,2007,-37.8122,144.8965,4733.7278106508875
Aberfeldie,3,t,935000,9.1,3,2,2.0,217,149.0,2005,-37.7591,144.8923,4308.755760368664
Aberfeldie,3,t,1300000,9.1,3,3,1.0,593,205.0,2016,-37.7584,144.8968,2192.2428330522766
Brunswick East,3,t,940000,4.5,3,1,2.0,213,116.0,1995,-37.7643,144.9808,4413.145539906103
Brunswick East,3,t,899000,4.5,3,2,1.0,116,124.0,2007,-37.7667,144.9821,7750.0
Brunswick East,3,t,1050000,4.5,3,3,2.0,87,151.0,1998,-37.7739,144.975,12068.965517241379
Essendon West,3,t,800000,9.8,3,3,2.0,242,180.8,2013,-37.7535,144.8868,3305.785123966942
Essendon West,4,t,652500,9.8,4,2,1.0,179,160.0,1995,-37.7527,144.8824,3645.2513966480446
Essendon West,3,t,970000,9.8,3,2,2.0,356,223.0,2011,-37.7493,144.8901,2724.7191011235955
Fawkner,3,t,455000,12.4,3,2,1.0,738,138.0,2010,-37.7109,144.9654,616.5311653116531
Fawkner,3,t,553500,12.4,3,2,1.0,280,151.96764988779805,1964,-37.7027,144.9615,1976.7857142857142
Fawkner,3,t,460000,12.4,3,1,1.0,314,112.0,1970,-37.7066,144.9733,1464.968152866242
Fawkner,3,t,538000,12.4,3,2,2.0,217,151.96764988779805,1964,-37.7018,144.9679,2479.26267281106
Fawkner,3,t,492000,12.4,3,1,1.0,208,107.0,2011,-37.7092,144.9695,2365.3846153846152
Hawthorn East,3,t,1220000,7.5,3,2,2.0,166,127.0,1980,-37.8293,145.0456,7349.3975903614455
Hawthorn East,3,t,1110000,7.5,3,2,2.0,94,169.0,2005,-37.8302,145.0525,11808.510638297872
